symbol,exchange,date,adjusted close,option symbol,expiration,strike,log(strike),call/put,style,ask,log(ask),bid,log(bid),mean price,log(mean price),iv,volume,log(volume),open interest,log(open interest),stock price for iv,*,delta,vega,gamma,theta,rho
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103C00017500,03-01-2020,17.5,1.243038049,C,A,0.26,-0.585026652,0.02,-1.698970004,0.14,-0.853871964,1.379242,145,2.161368002,555,2.744292983,13.29,*,0.081129,0.002759,0.059053,-0.025787,0.00019
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103C00018000,03-01-2020,18,1.255272505,C,A,0.15,-0.823908741,0.02,-1.698970004,0.085,-1.070581074,1.379242,66,1.819543936,725,2.860338007,13.29,*,0.061211,0.002222,0.047569,-0.020843,0.000144
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00018000,03-01-2020,18,1.255272505,P,A,5.4,0.73239376,4.65,0.667452953,5.025,0.701136066,1.307748,23,1.361727836,86,1.934498451,13.29,*,-0.940055,0.001913,0.043192,-0.033721,-0.003331
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103C00018500,03-01-2020,18.5,1.267171728,C,A,0.24,-0.619788758,0.05,-1.301029996,0.145,-0.838631998,1.379242,67,1.826074803,1397,3.145196406,13.29,*,0.04572,0.001764,0.03775,-0.01659,0.000108
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00018500,03-01-2020,18.5,1.267171728,P,A,7.9,0.897627091,3.8,0.579783597,5.85,0.767155866,1.307748,10,1,91,1.959041392,13.29,*,-0.953939,0.001477,0.033347,-0.029861,-0.003459
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103C00019000,03-01-2020,19,1.278753601,C,A,0.07,-1.15490196,0.02,-1.698970004,0.045,-1.346787486,1.379242,10,1,91,1.959041392,13.29,*,0.033832,0.001381,0.029554,-0.013022,0.00008
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00019500,03-01-2020,19.5,1.290034611,P,A,8.95,0.951823035,4.45,0.648360011,6.7,0.826074803,1.307748,2,0.301029996,9,0.954242509,13.29,*,-0.971918,0.000843,0.019023,-0.024192,-0.003694
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103C00020000,03-01-2020,20,1.301029996,C,A,0.22,-0.657577319,0.03,-1.522878745,0.125,-0.903089987,1.379242,77,1.886490725,392,2.593286067,13.29,*,0.018069,0.000816,0.017472,-0.007732,0.000043
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00020000,03-01-2020,20,1.301029996,P,A,9.6,0.982271233,6.4,0.806179974,8,0.903089987,1.307748,8,0.903089987,103,2.012837225,13.29,*,-0.977457,0.000624,0.014092,-0.022222,-0.003803
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00020500,03-01-2020,20.5,1.311753861,P,A,9.95,0.997823081,5.5,0.740362689,7.725,0.887898488,1.307748,4,0.602059991,26,1.414973348,13.29,*,-0.981437,0.000457,0.010321,-0.020705,-0.003908
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00021000,03-01-2020,21,1.322219295,P,A,10.65,1.027349608,7,0.84509804,8.825,0.945714714,1.307748,18,1.255272505,55,1.740362689,13.29,*,-0.984267,0.000331,0.007481,-0.019553,-0.004011
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00021500,03-01-2020,21.5,1.33243846,P,A,9.5,0.977723605,7.8,0.892094603,8.65,0.937016107,1.307748,34,1.531478917,44,1.643452676,13.29,*,-0.986261,0.000238,0.005371,-0.018689,-0.004111
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00022000,03-01-2020,22,1.342422681,P,A,11.6,1.064457989,8.35,0.921686475,9.975,0.998912904,1.307748,26,1.414973348,22,1.342422681,13.29,*,-0.987654,0.000169,0.003822,-0.018047,-0.00421
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00022500,03-01-2020,22.5,1.352182518,P,A,12.05,1.080987047,8.65,0.937016107,10.35,1.01494035,1.307748,15,1.176091259,34,1.531478917,13.29,*,-0.98862,0.00012,0.002699,-0.017574,-0.004309
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00023000,03-01-2020,23,1.361727836,P,A,10.7,1.029383778,9.2,0.963787827,9.95,0.997823081,1.307748,19,1.278753601,34,1.531478917,13.29,*,-0.989284,0.000084,0.001892,-0.017226,-0.004406
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00023500,03-01-2020,23.5,1.371067862,P,A,12.8,1.10720997,8.7,0.939519253,10.75,1.031408464,1.307748,3,0.477121255,8,0.903089987,13.29,*,-0.989738,0.000058,0.001318,-0.016971,-0.004503
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103C00024000,03-01-2020,24,1.380211242,C,A,0.19,-0.721246399,0.02,-1.698970004,0.105,-0.978810701,1.379242,5,0.698970004,103,2.012837225,13.29,*,0.001148,0.00007,0.001505,-0.000673,0.000003
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00024000,03-01-2020,24,1.380211242,P,A,13.2,1.120573931,9.15,0.961421094,11.175,1.048247532,1.307748,7,0.84509804,24,1.380211242,13.29,*,-0.990047,0.00004,0.000912,-0.016784,-0.0046
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103C00025000,03-01-2020,25,1.397940009,C,A,0.04,-1.397940009,0.01,-2,0.025,-1.602059991,1.379242,36,1.556302501,726,2.860936621,13.29,*,0.000552,0.000036,0.000767,-0.000344,0.000001
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200103P00025000,03-01-2020,25,1.397940009,P,A,13.95,1.144574208,9.75,0.989004616,11.85,1.07371835,1.307748,2,0.301029996,20,1.301029996,13.29,*,-0.990396,0.000019,0.00043,-0.01654,-0.004792
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00009500,10-01-2020,9.5,0.977723605,C,A,5.45,0.736396502,1.21,0.08278537,3.33,0.522444234,1.697909,2,0.301029996,2,0.301029996,13.29,*,0.722871,0.006464,0.056197,0,0.002549
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00010000,10-01-2020,10,1,C,A,3.6,0.556302501,2.73,0.436162647,3.165,0.500373714,1.697909,22,1.342422681,39,1.591064607,13.29,*,0.682082,0.00729,0.063381,0,0.00247
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00010500,10-01-2020,10.5,1.021189299,C,A,3.15,0.498310554,2.25,0.352182518,2.7,0.431363764,1.697909,30,1.477121255,35,1.544068044,13.29,*,0.63895,0.007996,0.069513,0,0.002368
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00011000,10-01-2020,11,1.041392685,C,A,2.72,0.434568904,2,0.301029996,2.36,0.372912003,1.697909,115,2.06069784,95,1.977723605,13.29,*,0.594406,0.008558,0.074404,0,0.002249
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00011000,10-01-2020,11,1.041392685,P,A,0.29,-0.537602002,0.02,-1.698970004,0.155,-0.809668302,1.697909,389,2.589949601,430,2.633468456,13.29,*,-0.303855,0.00865,0.074751,-0.082619,-0.001962
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00011500,10-01-2020,11.5,1.06069784,C,A,2.31,0.36361198,1.54,0.187520721,1.925,0.284430734,1.697909,151,2.178976947,238,2.376576957,13.29,*,0.549341,0.008968,0.077961,0,0.002116
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00011500,10-01-2020,11.5,1.06069784,P,A,0.32,-0.494850022,0.08,-1.096910013,0.2,-0.698970004,1.697909,272,2.434568904,214,2.330413773,13.29,*,-0.348999,0.008915,0.078356,-0.089662,-0.002287
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00012000,10-01-2020,12,1.079181246,C,A,1.72,0.235528447,0.25,-0.602059991,0.985,-0.00656377,1.697909,678,2.831229694,177,2.247973266,13.29,*,0.504562,0.009222,0.080172,-0.005062,0.001975
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00012000,10-01-2020,12,1.079181246,P,A,0.57,-0.244125144,0.24,-0.619788758,0.405,-0.392544977,1.697909,1084,3.035029282,2721,3.434728542,13.29,*,-0.394213,0.009222,0.080172,-0.095516,-0.002625
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00012500,10-01-2020,12.5,1.096910013,C,A,1.5,0.176091259,0.58,-0.236572006,1.04,0.017033339,1.697909,425,2.62838893,513,2.710117365,13.29,*,0.460762,0.009328,0.081093,-0.010123,0.001829
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00012500,10-01-2020,12.5,1.096910013,P,A,0.93,-0.031517051,0.3,-0.522878745,0.615,-0.211124884,1.697909,433,2.636487896,549,2.739572344,13.29,*,-0.437763,0.009394,0.081613,-0.100837,-0.002957
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00013000,10-01-2020,13,1.113943352,C,A,1.35,0.130333768,1,0,1.175,0.070037867,1.697909,1820,3.260071388,666,2.823474229,13.29,,0.418512,0.009298,0.080833,-0.014203,0.001683
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00013500,10-01-2020,13.5,1.130333768,C,A,1.02,0.008600172,0.73,-0.13667714,0.875,-0.057991947,1.542358,870,2.939519253,599,2.777426822,13.29,,0.360029,0.009041,0.086529,-0.013525,0.0015
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00013500,10-01-2020,13.5,1.130333768,P,A,4.55,0.658011397,0.94,-0.026872146,2.745,0.438542349,1.542358,109,2.037426498,105,2.021189299,13.29,*,-0.538556,0.009061,0.087106,-0.104159,-0.00367
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00014000,10-01-2020,14,1.146128036,C,A,0.97,-0.013228266,0.65,-0.187086643,0.81,-0.091514981,1.621901,4367,3.640183192,3439,3.536432176,13.29,,0.330193,0.008812,0.080199,-0.017771,0.001372
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00014000,10-01-2020,14,1.146128036,P,A,2.44,0.387389826,1.23,0.089905111,1.835,0.263636069,1.621901,441,2.644438589,302,2.480006943,13.29,*,-0.568514,0.008849,0.080746,-0.108414,-0.003989
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00014500,10-01-2020,14.5,1.161368002,C,A,1.05,0.021189299,0.45,-0.346787486,0.75,-0.124938737,1.610633,741,2.869818208,211,2.324282455,13.29,*,0.291822,0.008416,0.077133,-0.019009,0.001226
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00014500,10-01-2020,14.5,1.161368002,P,A,4.45,0.648360011,1.74,0.240549248,3.095,0.490660653,1.610633,75,1.875061263,242,2.383815366,13.29,*,-0.607024,0.008494,0.077684,-0.10964,-0.004327
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00015000,10-01-2020,15,1.176091259,C,A,0.64,-0.193820026,0.5,-0.301029996,0.57,-0.244125144,1.599366,768,2.88536122,467,2.669316881,13.29,,0.256082,0.007941,0.07329,-0.019558,0.001087
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00015000,10-01-2020,15,1.176091259,P,A,4.9,0.69019608,0.43,-0.366531544,2.665,0.425697213,1.599366,91,1.959041392,448,2.651278014,13.29,*,-0.642961,0.008067,0.073839,-0.11018,-0.004659
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00015500,10-01-2020,15.5,1.190331698,C,A,0.6,-0.22184875,0.32,-0.494850022,0.46,-0.337242168,1.569006,438,2.641474111,207,2.315970345,13.29,,0.219727,0.007346,0.069106,-0.019024,0.000944
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00015500,10-01-2020,15.5,1.190331698,P,A,5.35,0.728353782,1.09,0.037426498,3.22,0.507855872,1.569006,38,1.579783597,14,1.146128036,13.29,*,-0.679048,0.007346,0.069106,-0.109303,-0.004997
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00016000,10-01-2020,16,1.204119983,C,A,0.5,-0.301029996,0.38,-0.420216403,0.44,-0.356547324,1.645764,561,2.748962861,203,2.307496038,13.29,,0.205443,0.007079,0.06349,-0.020908,0.000878
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00016000,10-01-2020,16,1.204119983,P,A,5.45,0.736396502,1.43,0.155336037,3.44,0.536558443,1.645764,28,1.447158031,90,1.954242509,13.29,*,-0.693703,0.007198,0.06395,-0.111459,-0.005251
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00016500,10-01-2020,16.5,1.217483944,C,A,0.83,-0.080921908,0.34,-0.468521083,0.585,-0.232844134,1.701127,566,2.752816431,105,2.021189299,13.29,*,0.190143,0.006771,0.058756,-0.021981,0.000812
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00016500,10-01-2020,16.5,1.217483944,P,A,5.55,0.744292983,1.78,0.250420002,3.665,0.564073979,1.701127,47,1.672097858,42,1.62324929,13.29,*,-0.708948,0.006784,0.05917,-0.112494,-0.005509
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00017000,10-01-2020,17,1.230448921,C,A,0.66,-0.180456064,0.32,-0.494850022,0.49,-0.30980392,1.75649,38,1.579783597,201,2.303196057,13.29,*,0.177183,0.006493,0.054561,-0.022877,0.000755
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00017500,10-01-2020,17.5,1.243038049,C,A,0.5,-0.301029996,0.17,-0.769551079,0.335,-0.474955193,1.811853,65,1.812913357,162,2.209515015,13.29,*,0.166178,0.006242,0.050854,-0.023649,0.000707
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00018000,10-01-2020,18,1.255272505,C,A,0.46,-0.337242168,0.24,-0.619788758,0.35,-0.455931956,1.867216,79,1.897627091,132,2.120573931,13.29,,0.156813,0.006019,0.04758,-0.024337,0.000665
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00018500,10-01-2020,18.5,1.267171728,C,A,0.52,-0.283996656,0.1,-1,0.31,-0.508638306,1.842468,150,2.176091259,29,1.462397998,13.29,*,0.136164,0.005491,0.043988,-0.022411,0.000582
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00019000,10-01-2020,19,1.278753601,C,A,0.49,-0.30980392,0.1,-1,0.295,-0.530177984,1.81772,57,1.755874856,108,2.033423755,13.29,*,0.117327,0.004963,0.040302,-0.020399,0.000506
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00019000,10-01-2020,19,1.278753601,P,A,8.45,0.926856709,4,0.602059991,6.225,0.794139356,1.81772,20,1.301029996,58,1.763427994,13.29,*,-0.781448,0.004963,0.040302,-0.110502,-0.006777
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00020000,10-01-2020,20,1.301029996,C,A,0.2,-0.698970004,0.12,-0.920818754,0.16,-0.795880017,1.768225,36,1.556302501,506,2.704150517,13.29,,0.08498,0.00394,0.032892,-0.016322,0.000372
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00020000,10-01-2020,20,1.301029996,P,A,7.7,0.886490725,5.05,0.703291378,6.375,0.804480189,1.768225,33,1.51851394,50,1.698970004,13.29,*,-0.813795,0.00394,0.032892,-0.106375,-0.007294
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00021000,10-01-2020,21,1.322219295,C,A,0.3,-0.522878745,0.03,-1.522878745,0.165,-0.782516056,1.768225,2,0.301029996,41,1.612783857,13.29,*,0.06557,0.003242,0.027066,-0.01387,0.000289
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00022000,10-01-2020,22,1.342422681,C,A,0.32,-0.494850022,0.05,-1.301029996,0.185,-0.732828272,1.768225,27,1.431363764,98,1.991226076,13.29,*,0.050413,0.002643,0.022063,-0.011612,0.000224
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00023000,10-01-2020,23,1.361727836,C,A,0.35,-0.455931956,0.05,-1.301029996,0.2,-0.698970004,1.768225,81,1.908485019,41,1.612783857,13.29,*,0.038652,0.002138,0.017846,-0.009607,0.000172
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110P00023000,10-01-2020,23,1.361727836,P,A,11.1,1.045322979,9,0.954242509,10.05,1.002166062,1.768225,19,1.278753601,16,1.204119983,13.29,*,-0.860123,0.002138,0.017846,-0.09951,-0.008643
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00023500,10-01-2020,23.5,1.371067862,C,A,0.13,-0.886056648,0.04,-1.397940009,0.085,-1.070581074,1.768225,20,1.301029996,81,1.908485019,13.29,*,0.033817,0.001918,0.01601,-0.008705,0.000151
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00025000,10-01-2020,25,1.397940009,C,A,0.29,-0.537602002,0.02,-1.698970004,0.155,-0.809668302,1.768225,111,2.045322979,249,2.396199347,13.29,*,0.022594,0.001374,0.011466,-0.006399,0.000102
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200110C00030000,10-01-2020,30,1.477121255,C,A,0.27,-0.568636236,0.07,-1.15490196,0.17,-0.769551079,1.768225,26,1.414973348,211,2.324282455,13.29,*,0.005837,0.000427,0.003562,-0.002106,0.000027
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00010000,17-01-2020,10,1,C,A,4.95,0.694605199,0.71,-0.148741651,2.83,0.451786436,0.751694,41,1.612783857,929,2.968015714,13.29,*,0.844371,0.005107,0.066861,0,0.004992
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00010000,17-01-2020,10,1,P,A,0.12,-0.920818754,0.06,-1.22184875,0.09,-1.045757491,0.751694,274,2.437750563,19865,4.298088569,13.29,*,-0.090501,0.005107,0.066861,-0.012932,-0.000755
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00010500,17-01-2020,10.5,1.021189299,P,A,0.25,-0.602059991,0.05,-1.301029996,0.15,-0.823908741,0.751694,54,1.73239376,928,2.967547976,13.29,*,-0.141777,0.006999,0.091631,-0.018466,-0.001194
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00011000,17-01-2020,11,1.041392685,C,A,2.68,0.428134794,0.48,-0.318758763,1.58,0.198657087,0.751694,254,2.404833717,308,2.488550717,13.29,*,0.728969,0.00883,0.115593,0,0.004569
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00011000,17-01-2020,11,1.041392685,P,A,0.4,-0.397940009,0.22,-0.657577319,0.31,-0.508638306,0.751694,294,2.46834733,5688,3.754959588,13.29,,-0.205903,0.00883,0.115593,-0.024426,-0.001753
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00011500,17-01-2020,11.5,1.06069784,C,A,4.4,0.643452676,0.45,-0.346787486,2.425,0.384711743,1.071371,22,1.342422681,49,1.69019608,13.29,*,0.624178,0.010823,0.099411,-0.001334,0.003768
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00011500,17-01-2020,11.5,1.06069784,P,A,0.5,-0.301029996,0.25,-0.602059991,0.375,-0.425968732,0.768927,24,1.380211242,241,2.382017043,13.29,*,-0.282825,0.010401,0.133112,-0.030883,-0.002443
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00012000,17-01-2020,12,1.079181246,C,A,2.25,0.352182518,1.44,0.158362492,1.845,0.26599637,1.391048,496,2.695481676,1055,3.02325246,13.29,,0.568421,0.011451,0.081005,-0.013985,0.003285
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00012000,17-01-2020,12,1.079181246,P,A,0.94,-0.026872146,0.49,-0.30980392,0.715,-0.145693958,0.78616,134,2.127104798,1455,3.162862993,13.29,,-0.362147,0.011359,0.14357,-0.036601,-0.003174
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00012500,17-01-2020,12.5,1.096910013,C,A,2,0.301029996,1.5,0.176091259,1.75,0.243038049,1.502366,300,2.477121255,151,2.178976947,13.29,,0.529167,0.011726,0.076806,-0.019656,0.003039
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00012500,17-01-2020,12.5,1.096910013,P,A,1.71,0.23299611,0.64,-0.193820026,1.175,0.070037867,1.502366,144,2.158362492,135,2.130333768,13.29,*,-0.405468,0.011775,0.077182,-0.05906,-0.004138
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00013000,17-01-2020,13,1.113943352,C,A,1.7,0.230448921,1.25,0.096910013,1.475,0.16879202,1.439773,1456,3.163161375,1581,3.19893187,13.29,,0.484065,0.011877,0.08118,-0.020334,0.002853
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00013000,17-01-2020,13,1.113943352,P,A,1.4,0.146128036,0.95,-0.022276395,1.175,0.070037867,0.712227,411,2.613841822,1261,3.100715087,13.29,,-0.531316,0.0117,0.162846,-0.042189,-0.00473
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00013500,17-01-2020,13.5,1.130333768,C,A,1.89,0.276461804,0.68,-0.167491087,1.285,0.108903128,1.427417,398,2.599883072,128,2.10720997,13.29,*,0.442013,0.011862,0.081774,-0.021704,0.002643
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00013500,17-01-2020,13.5,1.130333768,P,A,4.85,0.685741739,1.15,0.06069784,3,0.477121255,0.805194,48,1.681241237,73,1.86332286,13.29,*,-0.5873,0.011319,0.138617,-0.046278,-0.005412
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00014000,17-01-2020,14,1.146128036,C,A,1.2,0.079181246,1.01,0.004321374,1.105,0.043362278,1.415061,1156,3.062957834,2603,3.415474168,13.29,,0.401054,0.0117,0.081367,-0.02254,0.002431
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00014000,17-01-2020,14,1.146128036,P,A,2.5,0.397940009,1.66,0.220108088,2.08,0.318063335,0.898162,283,2.451786436,1897,3.278067331,13.29,,-0.626724,0.010792,0.118901,-0.049376,-0.00598
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00014500,17-01-2020,14.5,1.161368002,C,A,1.81,0.257678575,0.35,-0.455931956,1.08,0.033423755,1.400231,61,1.785329835,108,2.033423755,13.29,*,0.361172,0.011403,0.080141,-0.022817,0.002217
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00014500,17-01-2020,14.5,1.161368002,P,A,3.1,0.491361694,0.84,-0.075720714,1.97,0.294466226,0.913967,132,2.120573931,62,1.792391689,13.29,*,-0.675436,0.009988,0.107545,-0.049949,-0.006591
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00015000,17-01-2020,15,1.176091259,C,A,0.95,-0.022276395,0.66,-0.180456064,0.805,-0.09420412,1.385401,848,2.928395852,2247,3.351603072,13.29,,0.322971,0.010986,0.078032,-0.022647,0.002006
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00015000,17-01-2020,15,1.176091259,P,A,3.45,0.537819095,2.35,0.371067862,2.9,0.462397998,0.929773,287,2.457881897,6392,3.805636766,13.29,,-0.716957,0.00911,0.097132,-0.050233,-0.007142
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00015500,17-01-2020,15.5,1.190331698,C,A,3.55,0.550228353,0.6,-0.22184875,2.075,0.317018101,1.523506,202,2.305351369,1,0,13.29,*,0.315402,0.010887,0.070322,-0.026217,0.001926
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00016000,17-01-2020,16,1.204119983,C,A,0.74,-0.13076828,0.3,-0.522878745,0.52,-0.283996656,1.661612,912,2.959994838,2320,3.365487985,13.29,*,0.310964,0.010827,0.06412,-0.029742,0.001866
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00016000,17-01-2020,16,1.204119983,P,A,5.9,0.770852012,3,0.477121255,4.45,0.648360011,1.661612,34,1.531478917,17147,4.234188148,13.29,,-0.624017,0.01092,0.064449,-0.069004,-0.007324
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00016500,17-01-2020,16.5,1.217483944,C,A,0.7,-0.15490196,0.38,-0.420216403,0.54,-0.26760624,1.408514,60,1.77815125,54,1.73239376,13.29,,0.235751,0.009514,0.066468,-0.021988,0.001492
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00017000,17-01-2020,17,1.230448921,C,A,0.65,-0.187086643,0.49,-0.30980392,0.57,-0.244125144,1.520774,443,2.646403726,2190,3.340444115,13.29,,0.23378,0.009472,0.061289,-0.024459,0.00146
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00017000,17-01-2020,17,1.230448921,P,A,5,0.698970004,3.95,0.596597096,4.475,0.65079304,1.520774,54,1.73239376,2357,3.372359583,13.29,*,-0.701393,0.009644,0.061602,-0.063632,-0.008306
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00017500,17-01-2020,17.5,1.243038049,C,A,0.57,-0.244125144,0.39,-0.408935393,0.48,-0.318758763,1.498404,109,2.037426498,24,1.380211242,13.29,,0.206167,0.008836,0.058031,-0.022851,0.0013
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00018000,17-01-2020,18,1.255272505,C,A,0.5,-0.301029996,0.47,-0.327902142,0.485,-0.314258261,1.575483,126,2.100370545,4028,3.605089462,13.29,,0.200988,0.008708,0.054388,-0.024207,0.001258
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00018000,17-01-2020,18,1.255272505,P,A,6.25,0.795880017,4.85,0.685741739,5.55,0.744292983,1.575483,7,0.84509804,959,2.981818607,13.29,*,-0.733884,0.008708,0.054388,-0.06315,-0.009087
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00018500,17-01-2020,18.5,1.267171728,C,A,0.5,-0.301029996,0.02,-1.698970004,0.26,-0.585026652,1.570723,8,0.903089987,10,1,13.29,*,0.180792,0.008175,0.051217,-0.022967,0.001138
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00019000,17-01-2020,19,1.278753601,C,A,0.45,-0.346787486,0.29,-0.537602002,0.37,-0.431798276,1.565963,165,2.217483944,1442,3.15896526,13.29,,0.162241,0.007641,0.048019,-0.021666,0.001028
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00019000,17-01-2020,19,1.278753601,P,A,8.55,0.931966115,5.5,0.740362689,7.025,0.846646329,1.689562,12,1.079181246,347,2.540329475,13.29,,-0.74878,0.008575,0.048753,-0.064731,-0.009759
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00020000,17-01-2020,20,1.301029996,C,A,0.4,-0.397940009,0.34,-0.468521083,0.37,-0.431798276,1.684129,352,2.546542663,27877,4.445246035,13.29,,0.154301,0.007399,0.043235,-0.023178,0.000967
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00020000,17-01-2020,20,1.301029996,P,A,9.45,0.975431809,5.35,0.728353782,7.4,0.86923172,1.684129,18,1.255272505,29848,4.474915236,13.29,*,-0.780572,0.007399,0.043235,-0.062021,-0.010528
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00021000,17-01-2020,21,1.322219295,C,A,0.35,-0.455931956,0.2,-0.698970004,0.275,-0.560667306,1.653272,194,2.28780173,1907,3.280350693,13.29,,0.122286,0.006331,0.037686,-0.019778,0.000777
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117P00021000,17-01-2020,21,1.322219295,P,A,10.6,1.025305865,7.65,0.883661435,9.125,0.960232873,1.653272,2,0.301029996,165,2.217483944,13.29,*,-0.81329,0.006352,0.037798,-0.058672,-0.01129
UVXY,NYSEArca,27-12-2019,13.03,UVXY  200117C00022000,17-01-2020,22,1.342422681,C,A,0.3,-0.522878745,0.14,-0.853871964,0.22,-0.657577319,1.705295,65,1.812913357,2661,3.425044875,13.29,*,0.109441,0.005858,0.033805,-0.019181,0.000695
